student,id,color,defect,total.number,weight
light2ra,14,Y,L,57,49
light2ra,15,O,L,57,49
light2ra,16,Y,L,57,49
light2ra,17,Y,C,57,49
light2ra,18,O,L,57,49
light2ra,19,O,L,57,49
light2ra,20,BL,L,57,49
light2ra,21,BL,N,57,49
light2ra,22,O,N,57,49
light2ra,23,BL,N,57,49
light2ra,24,O,N,57,49
light2ra,25,O,L,57,49
light2ra,26,BR,N,57,49
light2ra,27,Y,N,57,49
light2ra,28,BL,N,57,49
light2ra,29,BL,N,57,49
light2ra,30,BL,N,57,49
light2ra,31,BL,L,57,49
light2ra,32,BR,N,57,49
light2ra,33,BR,N,57,49
light2ra,34,O,L,57,49
light2ra,35,R,L,57,49
light2ra,36,R,N,57,49
light2ra,37,R,N,57,49
light2ra,38,R,N,57,49
light2ra,39,R,N,57,49
light2ra,40,BL,N,57,49
light2ra,41,R,L,57,49
light2ra,42,Y,L,57,49
light2ra,43,O,N,57,49
light2ra,44,BR,L,57,49
light2ra,45,R,N,57,49
light2ra,46,BR,N,57,49
light2ra,47,BL,L,57,49
light2ra,48,R,N,57,49
light2ra,49,BL,L,57,49
light2ra,50,BR,L,57,49
light2ra,51,O,L,57,49
light2ra,52,O,L,57,49
light2ra,53,Y,L,57,49
light2ra,54,R,N,57,49
light2ra,55,BR,N,57,49
light2ra,56,BL,L,57,49
light2ra,57,Y,N,57,49
hellerem,1,O,C,53,47
hellerem,2,BR,N,53,47
hellerem,3,R,N,53,47
hellerem,4,G,N,53,47
hellerem,5,BR,N,53,47
hellerem,6,Y,N,53,47
hellerem,7,O,N,53,47
hellerem,8,O,N,53,47
hellerem,9,O,N,53,47
hellerem,10,O,C,53,47
hellerem,11,R,L,53,47
hellerem,12,R,N,53,47
hellerem,13,R,N,53,47
hellerem,14,BR,N,53,47
hellerem,15,BL,N,53,47
hellerem,16,Y,N,53,47
hellerem,17,R,N,53,47
hellerem,18,Y,N,53,47
hellerem,19,G,N,53,47
hellerem,20,G,N,53,47
hellerem,21,R,N,53,47
hellerem,22,G,N,53,47
hellerem,23,BR,N,53,47
hellerem,24,BR,N,53,47
hellerem,25,Y,N,53,47
hellerem,26,G,N,53,47
hellerem,27,BR,N,53,47
hellerem,28,O,M,53,47
hellerem,29,BR,C,53,47
hellerem,30,BR,L,53,47
hellerem,31,BR,N,53,47
hellerem,32,O,N,53,47
hellerem,33,R,N,53,47
hellerem,34,BR,N,53,47
hellerem,35,G,N,53,47
hellerem,36,BR,N,53,47
hellerem,37,BR,N,53,47
hellerem,38,G,N,53,47
hellerem,39,BR,N,53,47
hellerem,40,BR,N,53,47
hellerem,41,BR,N,53,47
hellerem,42,Y,N,53,47
hellerem,43,R,N,53,47
hellerem,44,R,N,53,47
hellerem,45,R,N,53,47
hellerem,46,BL,N,53,47
hellerem,47,BL,N,53,47
hellerem,48,BL,N,53,47
hellerem,49,O,N,53,47
hellerem,50,G,L,53,47
hellerem,51,BR,N,53,47
hellerem,52,O,N,53,47
hellerem,53,Y,N,53,47
burrisss,1,G,N,54,49
burrisss,2,BR,L,54,49
burrisss,3,R,L,54,49
burrisss,4,BL,N,54,49
burrisss,5,O,L,54,49
burrisss,6,BL,L,54,49
burrisss,7,BR,L,54,49
burrisss,8,G,N,54,49
burrisss,9,BL,L,54,49
burrisss,10,BL,N,54,49
burrisss,11,BL,L,54,49
burrisss,12,BR,N,54,49
burrisss,13,BL,L,54,49
burrisss,14,BL,N,54,49
burrisss,15,G,L,54,49
burrisss,16,Y,L,54,49
burrisss,17,R,C,54,49
burrisss,18,G,L,54,49
burrisss,19,R,L,54,49
burrisss,20,R,L,54,49
burrisss,21,R,L,54,49
burrisss,22,BR,L,54,49
burrisss,23,G,N,54,49
burrisss,24,Y,L,54,49
burrisss,25,R,N,54,49
burrisss,26,BL,N,54,49
burrisss,27,BL,N,54,49
burrisss,28,R,N,54,49
burrisss,29,BR,L,54,49
burrisss,30,Y,N,54,49
burrisss,31,G,M,54,49
burrisss,32,BR,N,54,49
burrisss,33,G,N,54,49
burrisss,34,G,N,54,49
burrisss,35,Y,L,54,49
burrisss,36,Y,L,54,49
burrisss,37,Y,N,54,49
burrisss,38,BR,C,54,49
burrisss,39,BR,L,54,49
burrisss,40,BR,N,54,49
burrisss,41,G,L,54,49
burrisss,42,R,L,54,49
burrisss,43,R,L,54,49
burrisss,44,O,N,54,49
burrisss,45,G,N,54,49
burrisss,46,BR,N,54,49
burrisss,47,BL,L,54,49
burrisss,48,O,L,54,49
burrisss,49,G,M,54,49
burrisss,50,BR,N,54,49
burrisss,51,BL,M,54,49
burrisss,52,BR,M,54,49
burrisss,53,Y,L,54,49
burrisss,54,BL,N,54,49
placeba,1,G,L,55,48
placeba,2,G,L,55,48
placeba,3,G,L,55,48
placeba,4,G,N,55,48
placeba,5,G,N,55,48
placeba,6,G,N,55,48
placeba,7,G,L,55,48
placeba,8,G,C,55,48
placeba,9,Y,N,55,48
placeba,10,Y,N,55,48
placeba,11,Y,N,55,48
placeba,12,Y,N,55,48
placeba,13,O,C,55,48
placeba,14,O,N,55,48
placeba,15,O,N,55,48
placeba,16,O,N,55,48
placeba,17,O,N,55,48
placeba,18,O,N,55,48
placeba,19,O,N,55,48
placeba,20,O,N,55,48
placeba,21,R,N,55,48
placeba,22,R,C,55,48
placeba,23,R,N,55,48
placeba,24,R,N,55,48
placeba,25,R,N,55,48
placeba,26,R,N,55,48
placeba,27,BL,N,55,48
placeba,28,BL,N,55,48
placeba,29,BL,N,55,48
placeba,30,BL,N,55,48
placeba,31,BL,N,55,48
placeba,32,BL,N,55,48
placeba,33,BL,N,55,48
placeba,34,BL,N,55,48
placeba,35,BL,N,55,48
placeba,36,BL,N,55,48
placeba,37,BR,N,55,48
placeba,38,BR,N,55,48
placeba,39,BR,N,55,48
placeba,40,BR,N,55,48
placeba,41,BR,N,55,48
placeba,42,BR,N,55,48
placeba,43,BR,N,55,48
placeba,44,BR,N,55,48
placeba,45,BR,N,55,48
placeba,46,BR,N,55,48
placeba,47,BR,N,55,48
placeba,48,BR,N,55,48
placeba,49,BR,N,55,48
placeba,50,BR,N,55,48
placeba,51,BR,N,55,48
placeba,52,BR,N,55,48
placeba,53,BR,N,55,48
placeba,54,BR,N,55,48
placeba,55,BR,N,55,48
lagodkrf,1,G,M,56,50
lagodkrf,2,G,N,56,50
lagodkrf,3,BR,C,56,50
lagodkrf,4,BL,L,56,50
lagodkrf,5,O,L,56,50
lagodkrf,6,Y,N,56,50
lagodkrf,7,R,N,56,50
lagodkrf,8,G,N,56,50
lagodkrf,9,Y,C,56,50
lagodkrf,10,G,L,56,50
lagodkrf,11,G,L,56,50
lagodkrf,12,BR,N,56,50
lagodkrf,13,O,N,56,50
lagodkrf,14,BR,N,56,50
lagodkrf,15,Y,C,56,50
lagodkrf,16,G,N,56,50
lagodkrf,17,BR,N,56,50
lagodkrf,18,G,N,56,50
lagodkrf,19,G,N,56,50
lagodkrf,20,O,N,56,50
lagodkrf,21,BL,M,56,50
lagodkrf,22,BL,L,56,50
lagodkrf,23,Y,L,56,50
lagodkrf,24,BR,N,56,50
lagodkrf,25,BR,N,56,50
lagodkrf,26,BR,L,56,50
lagodkrf,27,BR,L,56,50
lagodkrf,28,O,N,56,50
lagodkrf,29,O,L,56,50
lagodkrf,30,O,L,56,50
lagodkrf,31,O,N,56,50
lagodkrf,32,BL,N,56,50
lagodkrf,33,BL,N,56,50
lagodkrf,34,BL,N,56,50
lagodkrf,35,BL,L,56,50
lagodkrf,36,BL,N,56,50
lagodkrf,37,BR,N,56,50
lagodkrf,38,Y,N,56,50
lagodkrf,39,BR,N,56,50
lagodkrf,40,BL,N,56,50
lagodkrf,41,BL,N,56,50
lagodkrf,42,R,L,56,50
lagodkrf,43,G,N,56,50
lagodkrf,44,G,N,56,50
lagodkrf,45,BL,N,56,50
lagodkrf,46,BL,N,56,50
lagodkrf,47,G,N,56,50
lagodkrf,48,BR,N,56,50
lagodkrf,49,BR,N,56,50
lagodkrf,50,G,L,56,50
lagodkrf,51,BL,L,56,50
lagodkrf,52,Y,L,56,50
lagodkrf,53,R,M,56,50
lagodkrf,54,Y,N,56,50
lagodkrf,55,O,N,56,50
lagodkrf,56,O,N,56,50
lupatb,1,BL,N,55,50
lupatb,2,BL,N,55,50
lupatb,3,R,L,55,50
lupatb,4,Y,L,55,50
lupatb,5,BR,L,55,50
lupatb,6,G,N,55,50
lupatb,7,R,N,55,50
lupatb,8,G,N,55,50
lupatb,9,BR,C,55,50
lupatb,10,BR,L,55,50
lupatb,11,BL,N,55,50
lupatb,12,BR,L,55,50
lupatb,13,G,N,55,50
lupatb,14,BL,L,55,50
lupatb,15,O,L,55,50
lupatb,16,BR,L,55,50
lupatb,17,BL,N,55,50
lupatb,18,O,N,55,50
lupatb,19,BR,N,55,50
lupatb,20,R,N,55,50
lupatb,21,R,L,55,50
lupatb,22,O,C,55,50
lupatb,23,G,L,55,50
lupatb,24,BR,L,55,50
lupatb,25,BR,L,55,50
lupatb,26,BR,N,55,50
lupatb,27,O,N,55,50
lupatb,28,BR,L,55,50
lupatb,29,R,L,55,50
lupatb,30,BL,N,55,50
lupatb,31,BR,N,55,50
lupatb,32,R,N,55,50
lupatb,33,BL,L,55,50
lupatb,34,BL,N,55,50
lupatb,35,BL,N,55,50
lupatb,36,R,N,55,50
lupatb,37,O,N,55,50
lupatb,38,BR,L,55,50
lupatb,39,O,L,55,50
lupatb,40,G,N,55,50
lupatb,41,BL,N,55,50
lupatb,42,BL,L,55,50
lupatb,43,BR,N,55,50
lupatb,44,BL,L,55,50
lupatb,45,BR,N,55,50
lupatb,46,BL,N,55,50
lupatb,47,BR,L,55,50
lupatb,48,BR,N,55,50
lupatb,49,BR,N,55,50
lupatb,50,Y,L,55,50
lupatb,51,Y,N,55,50
lupatb,52,R,L,55,50
lupatb,53,G,L,55,50
lupatb,54,G,N,55,50
lupatb,55,BR,L,55,50
robin3mn,1,G,L,55,50
robin3mn,2,O,N,55,50
robin3mn,3,Y,L,55,50
robin3mn,4,G,M,55,50
robin3mn,5,Y,N,55,50
robin3mn,6,BR,N,55,50
robin3mn,7,BR,L,55,50
robin3mn,8,G,N,55,50
robin3mn,9,G,L,55,50
robin3mn,10,O,C,55,50
robin3mn,11,R,N,55,50
robin3mn,12,O,N,55,50
robin3mn,13,BR,N,55,50
robin3mn,14,BR,L,55,50
robin3mn,15,G,M,55,50
robin3mn,16,BR,L,55,50
robin3mn,17,G,N,55,50
robin3mn,18,R,N,55,50
robin3mn,19,G,L,55,50
robin3mn,20,BL,L,55,50
robin3mn,21,BR,L,55,50
robin3mn,22,R,N,55,50
robin3mn,23,BL,N,55,50
robin3mn,24,BR,N,55,50
robin3mn,25,BR,L,55,50
robin3mn,26,BL,L,55,50
robin3mn,27,BR,N,55,50
robin3mn,28,BL,L,55,50
robin3mn,29,BL,L,55,50
robin3mn,30,BL,N,55,50
robin3mn,31,BL,L,55,50
robin3mn,32,BR,N,55,50
robin3mn,33,BR,L,55,50
robin3mn,34,BL,N,55,50
robin3mn,35,BR,L,55,50
robin3mn,36,BR,N,55,50
robin3mn,37,BL,C,55,50
robin3mn,38,G,L,55,50
robin3mn,39,BR,N,55,50
robin3mn,40,G,N,55,50
robin3mn,41,BL,L,55,50
robin3mn,42,BR,N,55,50
robin3mn,43,BR,L,55,50
robin3mn,44,BL,N,55,50
robin3mn,45,BL,L,55,50
robin3mn,46,BL,N,55,50
robin3mn,47,BL,N,55,50
robin3mn,48,Y,L,55,50
robin3mn,49,Y,L,55,50
robin3mn,50,O,L,55,50
robin3mn,51,R,N,55,50
robin3mn,52,Y,N,55,50
robin3mn,53,BL,L,55,50
robin3mn,54,O,N,55,50
robin3mn,55,BR,L,55,50
jacks2gs,1,BR,L,55,50
jacks2gs,2,R,N,55,50
jacks2gs,3,O,L,55,50
jacks2gs,4,BR,L,55,50
jacks2gs,5,Y,N,55,50
jacks2gs,6,O,L,55,50
jacks2gs,7,BL,M,55,50
jacks2gs,8,O,N,55,50
jacks2gs,9,Y,L,55,50
jacks2gs,10,BL,L,55,50
jacks2gs,11,R,N,55,50
jacks2gs,12,O,N,55,50
jacks2gs,13,BL,L,55,50
jacks2gs,14,BL,L,55,50
jacks2gs,15,O,N,55,50
jacks2gs,16,BL,N,55,50
jacks2gs,17,BL,M,55,50
jacks2gs,18,G,N,55,50
jacks2gs,19,R,L,55,50
jacks2gs,20,BR,L,55,50
jacks2gs,21,BR,N,55,50
jacks2gs,22,O,N,55,50
jacks2gs,23,Y,L,55,50
jacks2gs,24,BR,L,55,50
jacks2gs,25,BR,L,55,50
jacks2gs,26,BR,L,55,50
jacks2gs,27,G,N,55,50
jacks2gs,28,BR,N,55,50
jacks2gs,29,R,L,55,50
jacks2gs,30,BL,N,55,50
jacks2gs,31,R,L,55,50
jacks2gs,32,R,N,55,50
jacks2gs,33,BL,L,55,50
jacks2gs,34,BL,N,55,50
jacks2gs,35,G,N,55,50
jacks2gs,36,R,L,55,50
jacks2gs,37,G,L,55,50
jacks2gs,38,BL,L,55,50
jacks2gs,39,BR,L,55,50
jacks2gs,40,O,L,55,50
jacks2gs,41,BL,L,55,50
jacks2gs,42,Y,L,55,50
jacks2gs,43,BR,L,55,50
jacks2gs,44,R,N,55,50
jacks2gs,45,BR,N,55,50
jacks2gs,46,BL,L,55,50
jacks2gs,47,R,N,55,50
jacks2gs,48,R,L,55,50
jacks2gs,49,O,N,55,50
jacks2gs,50,O,N,55,50
jacks2gs,51,BL,N,55,50
jacks2gs,52,BR,N,55,50
jacks2gs,53,BL,L,55,50
jacks2gs,54,BR,L,55,50
jacks2gs,55,O,L,55,50
fellenjd,1,O,N,57,51
fellenjd,2,BR,L,57,51
fellenjd,3,BR,M,57,51
fellenjd,4,O,N,57,51
fellenjd,5,R,L,57,51
fellenjd,6,R,N,57,51
fellenjd,7,G,L,57,51
fellenjd,8,O,L,57,51
fellenjd,9,BL,M,57,51
fellenjd,10,O,L,57,51
fellenjd,11,R,L,57,51
fellenjd,12,G,N,57,51
fellenjd,13,O,L,57,51
fellenjd,14,BR,L,57,51
fellenjd,15,BL,N,57,51
fellenjd,16,BL,N,57,51
fellenjd,17,O,L,57,51
fellenjd,18,G,L,57,51
fellenjd,19,BR,L,57,51
fellenjd,20,BL,N,57,51
fellenjd,21,G,N,57,51
fellenjd,22,BR,N,57,51
fellenjd,23,BR,M,57,51
fellenjd,24,G,N,57,51
fellenjd,25,BL,N,57,51
fellenjd,26,G,L,57,51
fellenjd,27,G,L,57,51
fellenjd,28,G,M,57,51
fellenjd,29,BR,N,57,51
fellenjd,30,O,N,57,51
fellenjd,31,Y,M,57,51
fellenjd,32,R,M,57,51
fellenjd,33,BL,M,57,51
fellenjd,34,G,L,57,51
fellenjd,35,BR,L,57,51
fellenjd,36,O,L,57,51
fellenjd,37,Y,N,57,51
fellenjd,38,BR,N,57,51
fellenjd,39,BL,L,57,51
fellenjd,40,BL,L,57,51
fellenjd,41,G,L,57,51
fellenjd,42,BR,M,57,51
fellenjd,43,O,N,57,51
fellenjd,44,Y,N,57,51
fellenjd,45,BL,L,57,51
fellenjd,46,BL,C,57,51
fellenjd,47,Y,M,57,51
fellenjd,48,BL,N,57,51
fellenjd,49,BR,N,57,51
fellenjd,50,R,N,57,51
fellenjd,51,G,N,57,51
fellenjd,52,BR,N,57,51
fellenjd,53,Y,L,57,51
fellenjd,54,G,L,57,51
